component_id,size,avg_similarity,min_similarity,standard_name,all_names
60,23,96.92307692307692,90.0,US BANK NA,"['US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA & COLLATERAL AGENT', 'US BANK NA', 'US BANK NA FOR FIRST LIEN', 'US BANK NA FOR SECOND LIEN', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA', 'US BANK NA FOR THE SECURED PARTIES', 'US BANK NA', 'US BANK NA']"
71,25,92.66034953746816,88.47457627118645,PNC BANK NA,"['PNC BANK NA', 'PNC BANK NA', 'PNC BANK NA & COLLATERAL AGENT', 'PNC BANK NA', 'PNC BANK NA', 'PNC BANK NA AS SUCCESSOR IN INTEREST TO NATIONAL CITY BANK', 'PNC BANK NA', 'PNC BANK A NA', 'PNC BANK NA AGENT', 'PNC AGENT NA', 'PNC BANK NATIONAL ASSOC', 'PNC BANK NATIONAL ASSOCIATIONAND FIRST UNION NATIONAL BANK', 'PNC BANK NATIONAL ASSOCIATIONS', 'PNC BANK NA D B A VENTURE BANK PNC', 'PNC BANK OHIO NA', 'PNC BANK NA', 'PNC BANK NATIONAL ASSOICATIONS', 'PNC BANK NA AS SUCCESSOR-BY-MERGER TO NATIONAL CITY BANK', 'PNC BANK DELAWARE', 'PNC BANK', 'PNC BANK DELAWARE', 'PNC BANK NA', 'PNC BANK NA D B A MIDLAND LOAN SERVICES A DIVISION OF PNC BANK NA', 'PNC BANK CANADA BRANCH', 'PNC BANK - NA']"
72,23,92.21316554649887,90.0,SILICON VALLEY BANK,"['SILICON VALLEY BANK', 'SILICON VALLEY BANK DBA SILICON VALLEY EAST', 'SILICON VALLEY BANK DBA SILICON VALLEY EAST', 'SILICON VALLEY BANK & A LENDER', 'SILICON VALLEY BANK', 'SILICON VALLEY BANK', 'SILICON VALLEY BANK & AS A LENDER', 'SILICON VALLEY BANK', 'SILICON VALLEY BANK AGENT', 'SILICON VALEY BANK', 'SILICON VALLEY EAST', 'SILICON VALLEY BANK', 'SILICON VALLEY BANK AS ASSIGNEE', 'SILICON VALLEY BANK FOR THE BENEFIT OF THE LENDERS', 'SILICON VALLEY BANK ATT LOAN SERVICES', 'SILICON VALLEY BANK DBA SILICON VALLEY EAST', 'SILICON VALLEY BANK DBA SILICON VALLEY EAST', 'SILICON VALLEY BANK 3000 LAKESIDE DRIVE SANTA CLARA CA 95054', 'SILICON VALLEY BANK A CORP OF CA', 'SILICON VALLEY BANK COLLATERAL AGENT', 'SILICON VALLEY BANK SUITE 2-200', 'SILICON VALLEY BANK & COLLATERAL AGENT', 'SILICON VALLEY BANK COMMERCIAL FINANCE DIVISION']"
80,36,94.47450805008944,88.37209302325581,BANK ONE NA,"['BANK ONE INDIANAPOLIS NA', 'BANK ONE DAYTON NA', 'BANK ONE INDIANA NA', 'BANK ONE DAYTON NA', 'BANK ONE UTAH NA', 'BANK ONE NA', 'BANK ONE WISCONSIN', 'BANK ONE NA', 'BANK ONE INDIANAPOLIS NA', 'BANK ONE INDIANAPOLIS NA', 'BANK ONE KENTUCKY NA', 'BANK ONE MILWAUKEE NA', 'BANK ONE NA A NATIONAL BANKING ASSOCIATION', 'BANK ONE MILWAUKEE NA', 'BANK ONE OKLAHOMA NA', 'BANK ONE', 'BANK ONE COLORADO NA', 'BANK ONE INDIANA NA', 'BANK ONE NA', 'BANK ONE NA', 'BANK ONE TEXAS NA', 'BANK ONE MILWAUKEE NA', 'BANK ONE MICHIGAN', 'BANK ONE LEXINGTON NA 200 WEST VINE STREET LEXINGTON KY 40507', 'BANK ONE MILWAUKEE NA', 'BANK ONE DAYTON NA', 'BANK ONE DAYTON NA FOR BANK ONE DAYTON NA & NATIONAL CITY BANK COLUMBUS', 'BANK ONE INDIANA NA', 'BANK ONE NA', 'BANK ONE NA', 'BANK ONE NA', 'BANK ONE MILWAUKEE NA AGENT', 'BANK ONE WISCONSIN', 'BANK ONE TEXAS NA', 'BANK ONE MICHIGAN F K A NBD BANK', 'BANK ONE KENTUCKY NA']"
82,43,93.1478586691571,88.60759493670886,GENERAL ELECTRIC CAPITAL CORP,"['GENERAL ELECTRIC CAPITAL CORP FOR LENDERS', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP SUCCESSOR TO DEUTSCHE BANK TRUST CO', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL', 'GENERAL ELECTRIC CAPITAL CORP SUCCESSOR TO DEUTSCHE BANK TRUST CO AMERICAS', 'GENERAL ELECTRIC CAPITAL CORP AS SECOND LIENAGENT', 'GENERAL ELECTRIC CAPTIAL CORP', 'GENERAL ELECTRIC CREDIT CORP A CORP OF N Y', 'GENERAL ELECTRIC CAPITAL CANADA INC', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORPORATIONAS COLLATERAL AGENT', 'GENERAL ELECTRIC CAPITAL CORPORATON', 'GENERAL ELECTRIC CREDIT CORP A CORP OF NEW YORK', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP & COLLATERAL AGENT', 'GENERAL ELECTRIC CAPITAL CORPORATIONAS SECOND LIENAGENT', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP IN THE FIRST LIEN', 'GENERAL ELECTRIC CAPITAL CORP AS UK AGENT & UK SECURITY TRUSTEE', 'GENERAL ELECTRIC CO A CORP OF NY', 'GENERAL ELECTRIC CREDIT CORP 8131 LBJ FREEWAY SUITE 180 DALLAS TEXAS 75251', 'GENERAL ELECTRIC CREDIT CORP A CORP', 'GENERAL ELECTRIC CO', 'GENERAL ELECIRIC CAPITAL CORP', 'GENERAL ELECTIRC CAPITAL CORP', 'GENERAL ELECTRIC CREDIT CORP', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP AS US AGENT', 'GENERAL ELECTRIC CAPITAL CORP', 'GENERAL ELECTRIC CAPITAL CORP A CORP OF NY', 'GENERAL ELECTRIC CAPITAL CORPORATIONAS AGENT', 'GENERAL ELECTRIC CAPITAL CORPORATIONAS ADMINISTRATIVE AGENT', 'GENERAL ELECTRIC CAPITAL CORPORATIONAS AGENT FOR LENDERS', 'GENERAL ELECTRIC CAPITAL CORP AS REVOLVING COLLATERAL AGENT FOR THE REVOLVING LENDERS & AS TERM LOAN COLLATERAL AGENT', 'GENERAL ELECTRIC CAPITAL CORP AS US AGENT', 'GENERAL ELECTRIC CAPITAL CORPROATION', 'GENERAL ELECTRIC CAPITAL CORPROATION', 'GENERAL ELECTRIC CREDIT CORP A NY CORP']"
97,55,93.62041360856878,88.0,CHASE MANHATTAN BANK,"['CHASE MANHATAN BANK', 'CHASE MANHATTAN BANK NA THE A DE CORP', 'CHASE MANHATTAN BANK THE A NATIONAL BANKING ORGANIZATION', 'CHASE MANHATTAN BANK FOR SECURED PARTIES', 'CHASE MANHATTAN BANK NA THE A NATIONAL BANKING ASSOCIATION OF NY', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA THE FOR THE BANKS', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK NA THE A NATIONAL BANKING ASSOCIATION', 'CHASE MANHATTAN BANK ADMINISTRATIVE AGENT', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK THE FORMERLY KNOWNAS CHEMICAL BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK THE A NEW YORK BANKING CORP', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK ADMINSTRATIVE AGENT', 'CHASE MANHATTAN BANK THE LOANAND', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NATIONAL ASSOC', 'CHASE MANHATTAN BANK THE NA AS SECURITY AGENT', 'CHASE MANHATTAN BANK THE NA', 'CHASE MANHATTAN BANK AS ADIMINISTRATIVE AGENT', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NATIONAL ASSOC', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK THE A NATIONAL BANKING ASSOCIATION', 'CHASE MANHATTAN BANK THE AS ADMINISTRAVTIVE AGENT', 'CHASE MANHATTAN BANK THE AS COLLATERAL', 'CHASE NANHATTAN BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK NA THE A NATIONAL BANKING ASSOCIATION', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK NA THE A NATIONAL BANKING ASSOCIATION OF THE US', 'CHASE MANHATTAN BANK', 'CHASE MANHATTAN BANK']"
112,23,93.92781095113396,90.0,HSBC BANK USA NA,"['HSBC BANK CANADA', 'HSBC BANK USA AS JOINT COLLATERAL AGENT', 'HSBC BANK USA NA', 'HSBC BANK USA NA', 'HSBC BANK USA NA AS THE SUCCESSOR ADMINISTRATIVE AGENT & COLLATERAL AGENT', 'HSBC BANK USA NA', 'HSBC BANK USA', 'HSBC BANK USA NA', 'HSBC BANK USA NA', 'HSBC BANK', 'HSBC BANK USA', 'HSBC BANK USA', 'HSBC BANK USA INC', 'HSBC BANK USA NATIONAL ASSOCIATIONAS INDENTURE TRUSTEE', 'HSBC BANK AUSTRALIA LTD', 'HSBC BANK CANADA', 'HSBC BANK USA AS JOINT COLLATERAL AGENT', 'HSBC BANK USA NA', 'HSBC BANK USA', 'HSBC BANK CANADA ON BEHALF OF THE LENDERS', 'HSBC BANK USA NA', 'HSBC BANK USA AS JOINT COLLATERIAL AGENT', 'HSBC BANK PLC']"
116,21,91.56556875097284,89.43089430894308,COMERICA BANK,"['COMERICA BANK CALIFORNIA', 'COMERICA BANK A TEXAS BANKING ASSOCIATIONAND AUTHORIZED FOREIGN BANK UNDER THE BANK ACT CANADA', 'COMERICA BANK - CALIFORNIA', 'COMERICA BANK-TEXAS', 'COMERICA BANK A TEXAS BANKING ASSOCIATION', 'COMERICA BANK SUCCESOR BY MERGER TO COMERICA BANK-CALIFORNIA', 'COMERICA BANK SUCCESSOR IN INTEREST TO COMERICA BANK-CALIFORNIA', 'COMERICA BANK-CA', 'COMERICA BANK-CALIFORIA', 'COMERICA BANK', 'COMERICA BANK A MICHIGAN CORP', 'COMERICA BANK-CALIFORNIA SUCCESSOR IN INTEREST TO IMPERIAL BANK', 'COMERICA BANK-CALIFORNIA', 'COMERICA BANK-CALIFORNIA', 'COMERICA BANK - TEXAS', 'COMERICA BANK SUCCESSOR BY MERGER TO COMERICA BANK-CALIFORNIA', 'COMERICA BANK A MICHIGAN BANKING CORP', 'COMERICA BANK SUCCESSOR BY MERGER TO COMERICA BANK-CALIFORNIA', 'COMERICA BANK-CALIFORNIA SUCCESSOR IN INTEREST TO IMPERIAL BANK', 'COMERICA BANK', 'COMERICA BANK']"
120,24,93.02256451470906,88.88888888888889,WACHOVIA BANK NA,"['WACHOVIA BANK NA', 'WACHOVIA BANK NA', 'WACHOVIA BANK NATIONAL ASSOICATION', 'WACHOVIA BANK NATIONAL ASSOCATION', 'WACHOVIA BANK NA & CONTROL AGENT', 'WACHOVIA BANK NA', 'WACHOVIA BANK & TRUST CO NA A NATIONAL BANKING ASSOCIATIONAS AGENT', 'WACHOVIA BANK & TRUST CO NA A NATIONAL BANKING ASSOCIATIONAS AGENT', 'WACHOVIA BANK & TRUST CO NA A NATIONAL BANKINNG ASSOCIATIONAS AGENT', 'WACHOVIA BANK F K A FIRST UNION NATIONAL BANK', 'WACHOVIA BANK NA FOR FIRST LIEN FACILITY', 'WACHOVIA BANK NA FOR SECOND LIEN FACILITY', 'WACHOVIA BANK NATIONAL ASSOCIATIONAS COLLATERAL AGENT', 'WACHOVIA BANK NA', 'WACHOVIA BANK & TRUST CO NA', 'WACHOVIA BANK NA', 'WACHOVIA BANK NATIONAL ASOCIATION', 'WACHOVIA BANK NATIONAL ASSOCIATIONAS ADMINISTRATIVE AGENT', 'WACHOVIA BANK NA AS US AGENT', 'WACHOVIA BANK NA', 'WACHOVIA BANK NA', 'WACHOVIA BANK NA', 'WACHOVIA BANK NA', 'WACHOVIA BANK']"
131,28,96.80320366039737,90.0,FIRST UNION NATIONAL BANK,"['FIRST NATIONAL BAK OF CHICAGO', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST FREEPORT NATIONAL BANK', 'FIRST UNION NATIONAL BANK', 'FIRST NATONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST UNION NATIONAL BANK', 'FIRST UNION NATIONAL BANKS', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST NATIONAL BANK', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST UNION NATIONAL BANK', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST UNION NATI0NAL BANK', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST UNION NATIONAL BANK', 'FIRST NATIONAL BANK OF CHICAGO', 'FIRST NATIONAL BANK OF BOSTON', 'FIRST NATINAL BANK OF CHICAGO']"
139,2,89.1891891891892,89.1891891891892,FIRST NATIONAL BANK OF CHIGAGO THE,"['FIRST NATIONAL BANK OF CHICAGO THE AGENT', 'FIRST NATIONAL BANK OF CHIGAGO THE']"
161,22,92.57598039215691,90.0,CHEMICAL BANK,"['CHEMICAL BANK AGENT', 'CHEMICAL BANK A NY CORP', 'CHEMICAL BANK A NEW YORK BANKING CORP', 'CHEMICAL BANK A NEW YORK BANKING CORP', 'CHEMICAL BANK A NEW YORK BANKING CORP', 'CHEMICAL BANK A NY BANKING CORP', 'CHEMICAL BANK COLLATERAL AGENT', 'CHEMICAL BANK ADMIN AGENT', 'CHEMICAL BANK', 'CHEMICAL BANK NEW JERSEY NA', 'CHEMICAL BANK N Y CORP', 'CHEMICAL BANK ATTN THEODORE L PARKER', 'CHEMICAL BANK', 'CHEMICAL BANK A NY BANKING CORP', 'CHEMICAL BANK A NY BANKING CORP', 'CHEMICAL BANK', 'CHEMICAL BANK A NEW YORK BANKING CORP', 'CHEMICAL BANK', 'CHEMICAL BANK A NY BANKING CORP', 'CHEMICAL BANK', 'CHEMICAL BANK', 'CHEMICAL BANK']"
164,24,96.30714601611965,88.87096774193547,CIT GROUP BUSINESS CREDIT INC,"['CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC THE A NEW YORK CORP', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC THE AS REVOLVING COLLATERAL AGENT IN THE 2ND PRIORITY LIEN', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT BUSINESS GROUP BUSINESS CREDIT INC', 'CIT GROUP THE BUSINESS CREDIT INC FOR THE LENDERS', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC AS LENDER', 'CIT GRUOP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC IN ITS CAPACITY FOR THE SECURED PARTIES', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUISNESS CREDIT INC', 'CIT GROUP THE BUSINESS CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC', 'CIT GROUP BUSINES CREDIT INC', 'CIT GROUP BUSINESS CREDIT INC']"
174,21,92.55508474576271,89.99999999999999,FLEET NATIONAL BANK,"['FLEET BANK OF MASSACHUSETTS NA FOR THE LENDERS', 'FLEET NATIONAL BANK OF MASSACHUSETTS', 'FLEET BANK NA', 'FLEET BANK OF MASSACHUSETTS NA', 'FLEET NATIONAL BANK ACTING FOR ITSELF & OTHER LENDERS UNDER THE CREDIT AGREEMENT DATED FEBRUARY 19 1997', 'FLEET BANK ADMINISTRATIVE AGENT', 'FLEET NATIONAL BANK', 'FLEET BANK OF MASSACHUSETTS NA', 'FLEET BANK NA AS ADMINISTRATOR', 'FLEET NATIONAL BANK', 'FLEET BANK NA', 'FLEET NATIONAL BANK FOR ITSELF & THE OTHER LENDERS', 'FLEET BANK OF MASS NA', 'FLEET BANK OF MASSACHUSETTS', 'FLEET BANK NA AS ADMINSTRATOR', 'FLEET NATIONAL BANK A NATIONAL BANKING ASSOCIATION', 'FLEET BANK', 'FLEET NATIONAL BANK', 'FLEET NATIONAL BANK', 'FLEET NATIONAL BANK', 'FLEET NATIONAL BANK LONDON U K BRANCH TRADING AS FLEETBOSTON FINANCIAL AS UK AGENT']"
180,23,94.88437653143768,88.80434782608695,CANADIAN IMPERIAL BANK OF COMMERCE,"['CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE AS SECURED PARTY', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE ACTING THROUGH ITS NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE ACTING THROUGH ONE OR MORE OF ITS AGENCIES BRANCHES OR AFFILIATES', 'CANADIAN IMPERIAL BANK OF COMMERCE AS SECURITY AGENT', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE ACTING THROUGH ITS NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENY', 'CANADIAN IMPERIAL BANK OF COMMERCE NEW YORK AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE NY AGENCY', 'CANADIAN INPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE', 'CANADIAN IMPERIAL BANK OF COMMERCE ACTING THROUGH ITS NY AGENCY', 'CANADIAN IMPERIAL BANK OF COMMERCE']"
235,35,91.81248354371647,88.23529411764706,CONGRESS FINANCIAL CORP FLORIDA,"['CONGRESS FINANCIAL CORP A CORP OF CA', 'CONGRESS FINANCIAL CORP CENTRAL', 'CONGRESS FINANCIAL CORP NEW ENGLAND A MASSACHUSETTS CORP', 'CONGRESS FINANCIAL CORP A CA CORP', 'CONGRESS FINANCIAL CORP SOUTHERN', 'CONGRESS FINANCIAL CORPORATIONA CA CORPOATION', 'CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK NY 10036', 'CONGRESS FINANCIAL CORP CENTRAL', 'CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK NEW YORK 10036 A CORP OF DE', 'CONGRESS FINANCIAL CORPORATIONAS AGENT', 'CONGRESS FINANCIAL CORP 100 SOUTH WACKER DRIVE CHICAGO ILLINOIS 60606', 'CONGRESS FINANCIAL CORP FLORIDA', 'CONGRESS FINANCIAL CORP NEW ENGLAND', 'CONGRESS FINANCIAL CORP SOUTHERN', 'CONGRESS FINANCIAL CORP', 'CONGRESS FINANCIAL CORP', 'CONGRESS FINANCIAL CORP FL', 'CONGRESS FINANCIAL CORP FLORIDA', 'CONGRESS FINANCIAL CORP SOUTHWEST A CORP OF TEXAS', 'CONGRESS FINANCIAL CORP CANADA', 'CONGRESS FINANCIAL CORP NORTHWEST', 'CONGRESS FINANCIAL CORP WESTERN A CA CORP', 'CONGRESS FINANCIAL CORPORATIONA CORP OF CALIFORNIA', 'CONGRESS FINANCIAL CORP A CORP OF CA', 'CONGRESS FINANCIAL CORP A CORP OF ILL', 'CONGRESS FINANCIAL CORP NEW ENGLAND A MASSACHUSETTS CORP', 'CONGRESS FINANCIAL CORP SOUTHWEST', 'CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK N Y 10036 A CORP OF CA', 'CONGRESS FINANCIAL CORP CENTRAL', 'CONGRESS FINANCIAL CORP WESTERN', 'CONGRESS FINANCIAL CORP SW', 'CONGRESS FINANCIAL CORP CENTRAL', 'CONGRESS FINANCIAL CORPORATIONAN IL CORP', 'CONGRESS FINANCIAL', 'CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK NY 10036 A CORP OF CA']"
314,21,95.42801801755144,88.57142857142858,VENTURE LENDING & LEASING IV INC,"['VENTURE LENDING & LEASING II INC', 'VENTURE LENDING & LEASING IV INC & VENTURE LENDING & LEASING V INC', 'VENTURE LENDING & LEASING INC', 'VENTURE LENDING & LEASING II INC', 'VENTURE LENDING & LEASING II INC', 'VENTURE LENDING & LEASING III INC', 'VENTURE LENDING & LEASING IV INC &', 'VENTURE LENDING & LEASING IV INC & VENTURE LENDING & LEASING V INC', 'VENTURE LENDING & LEASING IV INC', 'VENTURE LENDING & LEASING IV V INC', 'VENTURE LENDING & LEASING V INC & VENTURE LENDING & LEASING VI INC', 'VENTURE LENDING & LEASING III INC', 'VENTURE LANDING & LEASING II INC', 'VENTURE LENDING & LEASING VII INC', 'VENTURE LENDING & LEASING VI INC', 'VENTURE LENDING & LEASING II INC', 'VENTURE LENDING & LEASING IX INC', 'VENTURE LENDING & LEASING III INC', 'VENTURE LENDING & LEASING IV INC', 'VENTURE LENDING & LEASING V INC', 'VENTURE LENDING & LEASING VIII INC']"
317,5,89.79220779220779,88.21428571428571,SPECIAL SITUATIONS FUND III LP,"['SPECIAL SITUATIONS TECHNOLOGY FUND LP', 'SPECIAL SITUATIONS CAYMAN FUND LP', 'SPECIAL SITUATIONS FUND III LP', 'SPECIAL SITUATIONS PRIVATE EQUITY FUND LP', 'SPECIAL SITUATIONS TECHNOLOGY FUND II LP']"
345,21,93.13230147001633,90.0,MERRILL LYNCH CAPITAL CORP,"['MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC FOR THE TERM C LOAN LENDERS', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC AS REVOLVER COLLATERAL AGENT', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LUNCH CAPITAL CORP', 'MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL', 'MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL', 'MERRILL LYNCH CAPITAL CANADA INC', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS', 'MERRILL LYNCH CAPITAL AS ADMINSTRATIVE AGENT', 'MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC THROUGH ITS DIVISION MERRILL LYNCH CAPITAL', 'MERRILL LYNCH CAPITAL A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC', 'MERRILL LYNCH CAPITAL CORP', 'MERRILL LYNCH CAPITAL CORP']"
388,2,88.16326530612244,88.16326530612244,B III CAPITAL PARTNERS LP,"['B III CAPITAL PARTNERS LP', 'B III CAPITAL PARTNER LP C O DDJ CAPITAL MANAGEMENT LLC']"
452,2,89.72222222222221,89.72222222222221,PATTERSON LINDA L TRUSTEE,"['PATTERSON LINDA L S', 'PATTERSON LINDA L TRUSTEE']"
462,3,89.8283752860412,89.13043478260869,US BANK NA AS SECURED NOTES COLLATERAL AGENT,"['US BANK NA AS SECURED NOTES COLLATERAL AGENT', 'US BANK NA AS FIRST LIEN NOTES COLLATERAL AGENT', 'US BANK NA AS SECOND LIEN NOTES COLLATERAL AGENT']"
471,2,89.81818181818181,89.81818181818181,HARVEST SMALL CAP PARTNERS LP,"['HARVEST SMALL CAP PARTNERS LP', 'HARVEST SMALL CAP PARTNERS MASTER LTD']"
510,2,88.88888888888889,88.88888888888889,XMARK FUND LP,"['XMARK FUND LTD', 'XMARK FUND LP']"
515,2,89.41176470588236,89.41176470588236,GCG INVESTORS V LP,"['GCG SBIC INVESTORS LP', 'GCG INVESTORS V LP']"
527,2,88.88888888888889,88.88888888888889,SERMATECH INTERNATIONAL CANADA CORP,"['SERMATECH INTERNATIONAL CANADA CORP', 'SERMATECH INTERNATIONAL CANADA GP LLC']"
612,2,88.16326530612244,88.16326530612244,NEVYAS EYE ASSOCIATES PC 401K PROFIT SHARING PLAN F B O ACCOUNT OF H NEVYAS,"['NEVYAS EYE ASSOCIATES PC 401K PROFIT SHARING PLAN F B O ACCOUNT OF H NEVYAS', 'NEVYAS EYE ASSOCIATES P C']"
704,2,88.88888888888889,88.88888888888889,SIRROM CAPITAL CORP,"['SIRROM CAPITAL LP', 'SIRROM CAPITAL CORP']"
761,2,89.18367346938776,89.18367346938776,ROCKWELL SCIENTIFIC CO LLC,"['ROCKWELL SCIENTIFIC CO LLC', 'ROCKWELL SCIENTIFIC LICENSING LLC']"
783,2,88.0,88.0,BRENTWOOD ASSOCIATES IX LP,"['BRENTWOOD ASSOCIATES III', 'BRENTWOOD ASSOCIATES IX LP']"
