component_id,entity_id,standard_name,normalized_name,original_name,frequency,avg_similarity,min_similarity,issues,decision,notes
861,non_financial_861,ORBCOMM CHINA LLC,ORBCOMM INDIA LLC,ORBCOMM INDIA LLC,35,88.23529411764706,88.23529411764706,['Similitud promedio baja: 88.2%'],,
882,non_financial_882,LANDIS PLASTICS LLC,LANDIS PLASTICS LLC,"LANDIS PLASTICS, LLC",100,89.47368421052632,89.47368421052632,['Similitud promedio baja: 89.5%'],,
882,non_financial_882,LANDIS PLASTICS LLC,LANDIS PLASTICS INC,"LANDIS PLASTICS, INC.",8,89.47368421052632,89.47368421052632,['Similitud promedio baja: 89.5%'],,
918,non_financial_918,MAG INDUSTRIAL AUTOMATION SYSTEMS LLC,MAG INDUSTRIAL AUTOMATION SYSTEMS LLC,"MAG INDUSTRIAL AUTOMATION SYSTEMS, LLC",93,89.57142857142857,89.57142857142857,['Similitud promedio baja: 89.6%'],,
918,non_financial_918,MAG INDUSTRIAL AUTOMATION SYSTEMS LLC,MAG INTERNATIONAL INDUSTRIAL AUTOMATION SYSTEMS SA R L,"MAG INTERNATIONAL INDUSTRIAL AUTOMATION SYSTEMS, S.A.R.L.",16,89.57142857142857,89.57142857142857,['Similitud promedio baja: 89.6%'],,
930,non_financial_930,CALCITEK INC,CALCITEK INC,"CALCITEK, INC.",89,89.34959349593497,88.04878048780488,['Similitud promedio baja: 89.3%'],,
930,non_financial_930,CALCITEK INC,CALCITEK INC A CORP OF TEXAS,"CALCITEK, INC., A CORP. OF TEXAS",18,89.34959349593497,88.04878048780488,['Similitud promedio baja: 89.3%'],,
930,non_financial_930,CALCITEK INC,CALCITEK INC A TX CORP,"CALCITEK, INC., A TX CORP.",9,89.34959349593497,88.04878048780488,['Similitud promedio baja: 89.3%'],,
940,non_financial_940,LZB FURNITURE GALLERIES OF BOSTON INC,LZB FURNITURE GALLERIES OF ST LOUIS INC,"LZB FURNITURE GALLERIES OF ST. LOUIS, INC.",87,89.47368421052632,89.47368421052632,['Similitud promedio baja: 89.5%'],,
940,non_financial_940,LZB FURNITURE GALLERIES OF BOSTON INC,LZB FURNITURE GALLERIES OF BOSTON INC,"LZB FURNITURE GALLERIES OF BOSTON, INC.",87,89.47368421052632,89.47368421052632,['Similitud promedio baja: 89.5%'],,
